#TYPE System.Diagnostics.Process
"Name";"SI";"Handles";"VM";"WS";"PM";"NPM";"Path";"Company";"CPU";"FileVersion";"ProductVersion";"Description";"Product";"__NounName";"BasePriority";"ExitCode";"HasExited";"ExitTime";"Handle";"SafeHandle";"HandleCount";"Id";"MachineName";"MainWindowHandle";"MainWindowTitle";"MainModule";"MaxWorkingSet";"MinWorkingSet";"Modules";"NonpagedSystemMemorySize";"NonpagedSystemMemorySize64";"PagedMemorySize";"PagedMemorySize64";"PagedSystemMemorySize";"PagedSystemMemorySize64";"PeakPagedMemorySize";"PeakPagedMemorySize64";"PeakWorkingSet";"PeakWorkingSet64";"PeakVirtualMemorySize";"PeakVirtualMemorySize64";"PriorityBoostEnabled";"PriorityClass";"PrivateMemorySize";"PrivateMemorySize64";"PrivilegedProcessorTime";"ProcessName";"ProcessorAffinity";"Responding";"SessionId";"StartInfo";"StartTime";"SynchronizingObject";"Threads";"TotalProcessorTime";"UserProcessorTime";"VirtualMemorySize";"VirtualMemorySize64";"EnableRaisingEvents";"StandardInput";"StandardOutput";"StandardError";"WorkingSet";"WorkingSet64";"Site";"Container"
"svchost";"0";"267";"2203399344128";"5980160";"2756608";"13728";;;;;;;;"Process";"8";;;;;;"267";"4192";".";"0";"";;;;;"13728";"13728";"2756608";"2756608";"91144";"91144";"3272704";"3272704";"8458240";"8458240";"86364160";"2203404587008";;;"2756608";"2756608";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"81121280";"2203399344128";"False";;;;"5980160";"5980160";;
"svchost";"0";"405";"2203469590528";"15081472";"10100736";"18584";;;;;;;;"Process";"8";;;;;;"405";"4260";".";"0";"";;;;;"18584";"18584";"10100736";"10100736";"116080";"116080";"38703104";"38703104";"45662208";"45662208";"172924928";"2203491147776";;;"10100736";"10100736";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"151367680";"2203469590528";"False";;;;"15081472";"15081472";;
"svchost";"0";"212";"2203407880192";"4907008";"2412544";"12136";;;;;;;;"Process";"8";;;;;;"212";"4412";".";"0";"";;;;;"12136";"12136";"2412544";"2412544";"86784";"86784";"2650112";"2650112";"7684096";"7684096";"93327360";"2203411550208";;;"2412544";"2412544";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"89657344";"2203407880192";"False";;;;"4907008";"4907008";;
"svchost";"0";"194";"2203421659136";"7544832";"2379776";"10968";;;;;;;;"Process";"8";;;;;;"194";"4428";".";"0";"";;;;;"10968";"10968";"2379776";"2379776";"96792";"96792";"3846144";"3846144";"10719232";"10719232";"112140288";"2203430363136";;;"2379776";"2379776";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"103436288";"2203421659136";"False";;;;"7544832";"7544832";;
"svchost";"0";"136";"2203387015168";"3641344";"1400832";"7240";;;;;;;;"Process";"8";;;;;;"136";"4444";".";"0";"";;;;;"7240";"7240";"1400832";"1400832";"62504";"62504";"1495040";"1495040";"5840896";"5840896";"70889472";"2203389112320";;;"1400832";"1400832";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"68792320";"2203387015168";"False";;;;"3641344";"3641344";;
"svchost";"0";"422";"2203455258624";"21757952";"5685248";"21648";;;;;;;;"Process";"8";;;;;;"422";"4512";".";"0";"";;;;;"21648";"21648";"5685248";"5685248";"206392";"206392";"6148096";"6148096";"22818816";"22818816";"145477632";"2203463700480";;;"5685248";"5685248";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"137035776";"2203455258624";"False";;;;"21757952";"21757952";;
"svchost";"0";"205";"2203401703424";"6942720";"2482176";"11832";;;;;;;;"Process";"8";;;;;;"205";"4536";".";"0";"";;;;;"11832";"11832";"2482176";"2482176";"88376";"88376";"2723840";"2723840";"9244672";"9244672";"86630400";"2203404853248";;;"2482176";"2482176";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"83480576";"2203401703424";"False";;;;"6942720";"6942720";;
"svchost";"0";"135";"2203390754816";"3911680";"1626112";"8672";;;;;;;;"Process";"8";;;;;;"135";"4608";".";"0";"";;;;;"8672";"8672";"1626112";"1626112";"70928";"70928";"1900544";"1900544";"6930432";"6930432";"76730368";"2203394953216";;;"1626112";"1626112";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"72531968";"2203390754816";"False";;;;"3911680";"3911680";;
"svchost";"0";"480";"2203408199680";"11726848";"3796992";"21760";;;;;;;;"Process";"8";;;;;;"480";"4780";".";"0";"";;;;;"21760";"21760";"3796992";"3796992";"126112";"126112";"5218304";"5218304";"13848576";"13848576";"107892736";"2203426115584";;;"3796992";"3796992";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"89976832";"2203408199680";"False";;;;"11726848";"11726848";;
"svchost";"0";"183";"2203453206528";"5890048";"2981888";"14184";;;;;;;;"Process";"8";;;;;;"183";"4880";".";"0";"";;;;;"14184";"14184";"2981888";"2981888";"97944";"97944";"39895040";"39895040";"19173376";"19173376";"178724864";"2203496947712";;;"2981888";"2981888";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"134983680";"2203453206528";"False";;;;"5890048";"5890048";;
"svchost";"0";"400";"2203421790208";"10293248";"3624960";"27040";;;;;;;;"Process";"8";;;;;;"400";"5200";".";"0";"";;;;;"27040";"27040";"3624960";"3624960";"131232";"131232";"4300800";"4300800";"13185024";"13185024";"109359104";"2203427581952";;;"3624960";"3624960";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"103567360";"2203421790208";"False";;;;"10293248";"10293248";;
"svchost";"0";"240";"2203399245824";"5820416";"2310144";"16928";;;;;;;;"Process";"8";;;;;;"240";"5436";".";"0";"";;;;;"16928";"16928";"2310144";"2310144";"90664";"90664";"2813952";"2813952";"7856128";"7856128";"89677824";"2203407900672";;;"2310144";"2310144";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"81022976";"2203399245824";"False";;;;"5820416";"5820416";;
"svchost";"10";"451";"2203474776064";"30609408";"10297344";"18728";"C:\WINDOWS\system32\svchost.exe";"Microsoft Corporation";"8,5";"10.0.18362.650 (WinBuild.160101.0800)";"10.0.18362.650";"Proceso host para los servicios de Windows";"Sistema operativo Microsoft? Windows?";"Process";"8";;"False";;"3312";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"451";"5476";".";"0";"";"System.Diagnostics.ProcessModule (svchost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"18728";"18728";"10297344";"10297344";"228400";"228400";"10899456";"10899456";"31735808";"31735808";"162877440";"2203481100288";"True";"Normal";"10297344";"10297344";"00:00:02.5625000";"svchost";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:19 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:08.5000000";"00:00:05.9375000";"156553216";"2203474776064";"False";;;;"30609408";"30609408";;
"svchost";"0";"416";"2203445985280";"18759680";"5730304";"21160";;;;;;;;"Process";"8";;;;;;"416";"6136";".";"0";"";;;;;"21160";"21160";"5730304";"5730304";"177520";"177520";"6729728";"6729728";"20254720";"20254720";"137723904";"2203455946752";;;"5730304";"5730304";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"127762432";"2203445985280";"False";;;;"18759680";"18759680";;
"svchost";"0";"454";"2203423281152";"9850880";"3051520";"11744";;;;;;;;"Process";"8";;;;;;"454";"6148";".";"0";"";;;;;"11744";"11744";"3051520";"3051520";"113864";"113864";"3608576";"3608576";"12804096";"12804096";"130293760";"2203448516608";;;"3051520";"3051520";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"105058304";"2203423281152";"False";;;;"9850880";"9850880";;
"svchost";"0";"151";"2203392593920";"6287360";"1826816";"9376";;;;;;;;"Process";"8";;;;;;"151";"6340";".";"0";"";;;;;"9376";"9376";"1826816";"1826816";"75976";"75976";"2265088";"2265088";"8249344";"8249344";"80138240";"2203398361088";;;"1826816";"1826816";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"74371072";"2203392593920";"False";;;;"6287360";"6287360";;
"svchost";"0";"176";"2203397804032";"7737344";"2162688";"10608";;;;;;;;"Process";"8";;;;;;"176";"6424";".";"0";"";;;;;"10608";"10608";"2162688";"2162688";"85768";"85768";"2629632";"2629632";"10027008";"10027008";"82726912";"2203400949760";;;"2162688";"2162688";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"79581184";"2203397804032";"False";;;;"7737344";"7737344";;
"svchost";"0";"187";"2203401428992";"9768960";"2097152";"9392";;;;;;;;"Process";"8";;;;;;"187";"7496";".";"0";"";;;;;"9392";"9392";"2097152";"2097152";"86704";"86704";"2666496";"2666496";"11395072";"11395072";"93175808";"2203411398656";;;"2097152";"2097152";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"83206144";"2203401428992";"False";;;;"9768960";"9768960";;
"svchost";"0";"571";"2203552505856";"19795968";"11780096";"34744";;;;;;;;"Process";"8";;;;;;"571";"8024";".";"0";"";;;;;"34744";"34744";"11780096";"11780096";"200808";"200808";"13025280";"13025280";"23121920";"23121920";"243134464";"2203561357312";;;"11780096";"11780096";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"234283008";"2203552505856";"False";;;;"19795968";"19795968";;
"svchost";"0";"218";"2203421818880";"11350016";"2748416";"13040";;;;;;;;"Process";"8";;;;;;"218";"8028";".";"0";"";;;;;"13040";"13040";"2748416";"2748416";"138320";"138320";"2895872";"2895872";"11968512";"11968512";"107585536";"2203425808384";;;"2748416";"2748416";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"103596032";"2203421818880";"False";;;;"11350016";"11350016";;
"svchost";"0";"537";"2203451490304";"18583552";"6635520";"24584";;;;;;;;"Process";"8";;;;;;"537";"8936";".";"0";"";;;;;"24584";"24584";"6635520";"6635520";"182848";"182848";"10158080";"10158080";"20037632";"20037632";"147619840";"2203465842688";;;"6635520";"6635520";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"133267456";"2203451490304";"False";;;;"18583552";"18583552";;
"svchost";"0";"306";"2203405516800";"8794112";"4796416";"11624";;;;;;;;"Process";"8";;;;;;"306";"10384";".";"0";"";;;;;"11624";"11624";"4796416";"4796416";"95136";"95136";"5570560";"5570560";"35016704";"35016704";"116707328";"2203434930176";;;"4796416";"4796416";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"87293952";"2203405516800";"False";;;;"8794112";"8794112";;
"svchost";"0";"250";"2203413659648";"10838016";"3166208";"12992";;;;;;;;"Process";"8";;;;;;"250";"10412";".";"0";"";;;;;"12992";"12992";"3166208";"3166208";"114320";"114320";"5001216";"5001216";"16908288";"16908288";"134082560";"2203452305408";;;"3166208";"3166208";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"95436800";"2203413659648";"False";;;;"10838016";"10838016";;
"svchost";"10";"490";"2203544875008";"34783232";"8978432";"24200";"C:\WINDOWS\system32\svchost.exe";"Microsoft Corporation";"2,1875";"10.0.18362.650 (WinBuild.160101.0800)";"10.0.18362.650";"Proceso host para los servicios de Windows";"Sistema operativo Microsoft? Windows?";"Process";"8";;"False";;"3776";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"490";"10696";".";"0";"";"System.Diagnostics.ProcessModule (svchost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"24200";"24200";"8978432";"8978432";"282608";"282608";"12857344";"12857344";"36696064";"36696064";"232271872";"2203550494720";"True";"Normal";"8978432";"8978432";"00:00:01.2031250";"svchost";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:20 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:02.1875000";"00:00:00.9843750";"226652160";"2203544875008";"False";;;;"34783232";"34783232";;
"svchost";"0";"122";"2203387576320";"6025216";"1634304";"7608";;;;;;;;"Process";"8";;;;;;"122";"10944";".";"0";"";;;;;"7608";"7608";"1634304";"1634304";"62832";"62832";"2547712";"2547712";"6750208";"6750208";"77889536";"2203396112384";;;"1634304";"1634304";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"69353472";"2203387576320";"False";;;;"6025216";"6025216";;
"svchost";"0";"294";"2203470905344";"14950400";"4849664";"16904";;;;;;;;"Process";"8";;;;;;"294";"11536";".";"0";"";;;;;"16904";"16904";"4849664";"4849664";"139672";"139672";"30986240";"30986240";"41967616";"41967616";"162914304";"2203481137152";;;"4849664";"4849664";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"152682496";"2203470905344";"False";;;;"14950400";"14950400";;
"svchost";"0";"226";"2203401007104";"7876608";"2662400";"12456";;;;;;;;"Process";"8";;;;;;"226";"11760";".";"0";"";;;;;"12456";"12456";"2662400";"2662400";"82880";"82880";"3059712";"3059712";"9940992";"9940992";"88403968";"2203406626816";;;"2662400";"2662400";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"82784256";"2203401007104";"False";;;;"7876608";"7876608";;
"svchost";"0";"287";"2203414372352";"10768384";"2854912";"12704";;;;;;;;"Process";"8";;;;;;"287";"12008";".";"0";"";;;;;"12704";"12704";"2854912";"2854912";"129808";"129808";"3252224";"3252224";"12333056";"12333056";"105062400";"2203423285248";;;"2854912";"2854912";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"96149504";"2203414372352";"False";;;;"10768384";"10768384";;
"svchost";"0";"211";"2203399532544";"7454720";"2564096";"11064";;;;;;;;"Process";"8";;;;;;"211";"12720";".";"0";"";;;;;"11064";"11064";"2564096";"2564096";"82176";"82176";"2940928";"2940928";"9117696";"9117696";"85995520";"2203404218368";;;"2564096";"2564096";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"81309696";"2203399532544";"False";;;;"7454720";"7454720";;
"svchost";"0";"424";"2203462144000";"17072128";"7512064";"19672";;;;;;;;"Process";"8";;;;;;"424";"12896";".";"0";"";;;;;"19672";"19672";"7512064";"7512064";"136024";"136024";"31608832";"31608832";"40157184";"40157184";"163360768";"2203481583616";;;"7512064";"7512064";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"143921152";"2203462144000";"False";;;;"17072128";"17072128";;
"svchost";"0";"231";"2203413237760";"10391552";"3026944";"12824";;;;;;;;"Process";"8";;;;;;"231";"13000";".";"0";"";;;;;"12824";"12824";"3026944";"3026944";"116344";"116344";"3440640";"3440640";"12353536";"12353536";"109514752";"2203427737600";;;"3026944";"3026944";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"95014912";"2203413237760";"False";;;;"10391552";"10391552";;
"svchost";"0";"118";"2203387641856";"5611520";"1302528";"7456";;;;;;;;"Process";"8";;;;;;"118";"13644";".";"0";"";;;;;"7456";"7456";"1302528";"1302528";"61264";"61264";"1478656";"1478656";"5685248";"5685248";"70991872";"2203389214720";;;"1302528";"1302528";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"69419008";"2203387641856";"False";;;;"5611520";"5611520";;
"svchost";"0";"144";"2203393613824";"8609792";"3096576";"8424";;;;;;;;"Process";"8";;;;;;"144";"14632";".";"0";"";;;;;"8424";"8424";"3096576";"3096576";"72704";"72704";"3203072";"3203072";"8646656";"8646656";"77922304";"2203396145152";;;"3096576";"3096576";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"75390976";"2203393613824";"False";;;;"8609792";"8609792";;
"svchost";"10";"123";"2203418578944";"6635520";"1728512";"9304";"C:\WINDOWS\system32\svchost.exe";"Microsoft Corporation";"0,015625";"10.0.18362.650 (WinBuild.160101.0800)";"10.0.18362.650";"Proceso host para los servicios de Windows";"Sistema operativo Microsoft? Windows?";"Process";"8";;"False";;"3860";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"123";"16208";".";"0";"";"System.Diagnostics.ProcessModule (svchost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"9304";"9304";"1728512";"1728512";"124664";"124664";"2002944";"2002944";"7290880";"7290880";"104026112";"2203422248960";"True";"Normal";"1728512";"1728512";"00:00:00";"svchost";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:19 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.0156250";"00:00:00.0156250";"100356096";"2203418578944";"False";;;;"6635520";"6635520";;
"svchost";"0";"107";"2203385528320";"5562368";"1273856";"7064";;;;;;;;"Process";"8";;;;;;"107";"16644";".";"0";"";;;;;"7064";"7064";"1273856";"1273856";"60496";"60496";"1589248";"1589248";"5963776";"5963776";"72024064";"2203390246912";;;"1273856";"1273856";;"svchost";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"67305472";"2203385528320";"False";;;;"5562368";"5562368";;
"svchost";"10";"492";"2203517943808";"34181120";"8249344";"23080";"C:\WINDOWS\system32\svchost.exe";"Microsoft Corporation";"2,546875";"10.0.18362.650 (WinBuild.160101.0800)";"10.0.18362.650";"Proceso host para los servicios de Windows";"Sistema operativo Microsoft? Windows?";"Process";"8";;"False";;"3856";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"492";"16832";".";"0";"";"System.Diagnostics.ProcessModule (svchost.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"23080";"23080";"8249344";"8249344";"332288";"332288";"8826880";"8826880";"36737024";"36737024";"215465984";"2203533688832";"True";"Normal";"8249344";"8249344";"00:00:00.7812500";"svchost";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:19 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:02.5468750";"00:00:01.7656250";"199720960";"2203517943808";"False";;;;"34181120";"34181120";;
"System";"0";"4650";"6750208";"2523136";"208896";"272";;;;;;;;"Process";"8";;;;;;"4650";"4";".";"0";"";;;;;"272";"272";"208896";"208896";"0";"0";"225280";"225280";"3100672";"3100672";"16093184";"16093184";;;"208896";"208896";;"System";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"6750208";"6750208";"False";;;;"2523136";"2523136";;
"SystemSettings";"10";"838";"2203770830848";"319488";"25395200";"43024";"C:\Windows\ImmersiveControlPanel\SystemSettings.exe";"Microsoft Corporation";"0,90625";"10.0.18362.650 (WinBuild.160101.0800)";"10.0.18362.650";"Configuraci?n";"Sistema operativo Microsoft? Windows?";"Process";"8";;"False";;"3900";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"838";"14116";".";"1377708";"Configuraci?n";"System.Diagnostics.ProcessModule (SystemSettings.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"43024";"43024";"25395200";"25395200";"772264";"772264";"69898240";"69898240";"115834880";"115834880";"477773824";"2203795996672";"True";"Normal";"25395200";"25395200";"00:00:00.5156250";"SystemSettings";"255";"False";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 1:33:23 p. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.9062500";"00:00:00.3906250";"452608000";"2203770830848";"False";;;;"319488";"319488";;
"taskhostw";"10";"233";"2203445690368";"8982528";"4300800";"14472";;;"0,171875";;;;;"Process";"8";;;;;;"233";"1540";".";"0";"";;;;;"14472";"14472";"4300800";"4300800";"176352";"176352";"4689920";"4689920";"12480512";"12480512";"129699840";"2203447922688";;;"4300800";"4300800";"00:00:00.1093750";"taskhostw";;"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 1:34:30 p. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.1718750";"00:00:00.0625000";"127467520";"2203445690368";"False";;;;"8982528";"8982528";;
"taskhostw";"10";"327";"2203520069632";"17846272";"7716864";"33320";"C:\WINDOWS\system32\taskhostw.exe";"Microsoft Corporation";"0,953125";"10.0.18362.1 (WinBuild.160101.0800)";"10.0.18362.1";"Proceso de host para tareas de Windows";"Sistema operativo Microsoft? Windows?";"Process";"8";;"False";;"3836";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"327";"14140";".";"0";"";"System.Diagnostics.ProcessModule (taskhostw.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"33320";"33320";"7716864";"7716864";"192360";"192360";"8204288";"8204288";"18751488";"18751488";"204079104";"2203522301952";"True";"Normal";"7716864";"7716864";"00:00:00.6562500";"taskhostw";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 11:10:19 a. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.9531250";"00:00:00.2968750";"201846784";"2203520069632";"False";;;;"17846272";"17846272";;
"TeamViewer_Service";"0";"404";"132308992";"15568896";"6983680";"164016";;;;;;;;"Process";"8";;;;;;"404";"4480";".";"0";"";;;;;"164016";"164016";"6983680";"6983680";"170224";"170224";"7397376";"7397376";"27959296";"27959296";"140926976";"140926976";;;"6983680";"6983680";;"TeamViewer_Service";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"132308992";"132308992";"False";;;;"15568896";"15568896";;
"unsecapp";"0";"133";"2203388252160";"5644288";"1744896";"8424";;;;;;;;"Process";"8";;;;;;"133";"6840";".";"0";"";;;;;"8424";"8424";"1744896";"1744896";"69552";"69552";"1888256";"1888256";"7557120";"7557120";"73682944";"2203391905792";;;"1744896";"1744896";;"unsecapp";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"70029312";"2203388252160";"False";;;;"5644288";"5644288";;
"usocoreworker";"0";"501";"2203451928576";"24662016";"10354688";"21592";;;;;;;;"Process";"8";;;;;;"501";"11640";".";"0";"";;;;;"21592";"21592";"10354688";"10354688";"191888";"191888";"11145216";"11145216";"31801344";"31801344";"156602368";"2203474825216";;;"10354688";"10354688";;"usocoreworker";;"True";"0";"System.Diagnostics.ProcessStartInfo";;;"System.Diagnostics.ProcessThreadCollection";;;"133705728";"2203451928576";"False";;;;"24662016";"24662016";;
"Video.UI";"10";"713";"2203823861760";"364544";"23117824";"41384";"C:\Program Files\WindowsApps\Microsoft.ZuneVideo_10.20011.10711.0_x64__8wekyb3d8bbwe\Video.UI.exe";"Microsoft Corporation";"0,625";"10.20011.1071.00000";"10.20011.107100000-20011";"Video Application";"Entertainment Platform";"Process";"8";;"False";;"3912";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"713";"17404";".";"0";"";"System.Diagnostics.ProcessModule (Video.UI.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"41384";"41384";"23117824";"23117824";"594048";"594048";"27054080";"27054080";"59289600";"59289600";"512712704";"2203830935552";"True";"Normal";"23117824";"23117824";"00:00:00.4531250";"Video.UI";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 1:04:58 p. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.6250000";"00:00:00.1718750";"505638912";"2203823861760";"False";;;;"364544";"364544";;
"WhatsApp";"10";"227";"2203563462656";"13471744";"6791168";"15616";"C:\Program Files\WindowsApps\5319275A.WhatsAppDesktop_0.4.315.0_x64__cv1g1gvanyjgm\app\WhatsApp.exe";"WhatsApp";"0,078125";"0.4.315";"0.4.315";"WhatsApp";"WhatsApp";"Process";"8";;"False";;"3948";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"227";"5004";".";"0";"";"System.Diagnostics.ProcessModule (WhatsApp.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"15616";"15616";"6791168";"6791168";"413064";"413064";"6934528";"6934528";"14086144";"14086144";"250482688";"2203568705536";"True";"Normal";"6791168";"6791168";"00:00:00.0781250";"WhatsApp";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 1:04:49 p. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.0781250";"00:00:00";"245239808";"2203563462656";"False";;;;"13471744";"13471744";;
"WhatsApp";"10";"408";"2204139380736";"169099264";"150224896";"59264";"C:\Program Files\WindowsApps\5319275A.WhatsAppDesktop_0.4.315.0_x64__cv1g1gvanyjgm\app\WhatsApp.exe";"WhatsApp";"20";"0.4.315";"0.4.315";"WhatsApp";"WhatsApp";"Process";"8";;"False";;"3932";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"408";"5784";".";"0";"";"System.Diagnostics.ProcessModule (WhatsApp.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"59264";"59264";"150224896";"150224896";"506008";"506008";"182706176";"182706176";"239116288";"239116288";"857808896";"2204176031744";"True";"Normal";"150224896";"150224896";"00:00:01.5781250";"WhatsApp";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 1:04:49 p. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:20";"00:00:18.4218750";"821157888";"2204139380736";"False";;;;"169099264";"169099264";;
"WhatsApp";"10";"698";"2204188184576";"92688384";"129437696";"41224";"C:\Program Files\WindowsApps\5319275A.WhatsAppDesktop_0.4.315.0_x64__cv1g1gvanyjgm\app\WhatsApp.exe";"WhatsApp";"0,984375";"0.4.315";"0.4.315";"WhatsApp";"WhatsApp";"Process";"8";;"False";;"3760";"Microsoft.Win32.SafeHandles.SafeProcessHandle";"698";"10876";".";"0";"";"System.Diagnostics.ProcessModule (WhatsApp.exe)";"1413120";"204800";"System.Diagnostics.ProcessModuleCollection";"41224";"41224";"129437696";"129437696";"647208";"647208";"701423616";"701423616";"130330624";"130330624";"1172484096";"2204490706944";"True";"Normal";"129437696";"129437696";"00:00:00.3593750";"WhatsApp";"255";"True";"10";"System.Diagnostics.ProcessStartInfo";"19/02/2020 2:11:39 p. m.";;"System.Diagnostics.ProcessThreadCollection";"00:00:00.9843750";"00:00:00.6250000";"869961728";"2204188184576";"False";;;;"92688384";"92688384";;
